Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID134227 : ID134669),15,134227,134669,418.973,0.500,133.392,539.224,0,20.469,20.469,None
(ID134669 : ID134390),15,134669,134390,463.219,1.500,130.972,528.071,0,8.553,8.553,None
(ID134390 : ID134597),15,134390,134597,554.181,2.500,134.615,526.326,0,1.983,1.983,None
(ID134597 : ID133968),15,134597,133968,167.267,3.500,129.967,529.212,0,10.661,10.661,None
(ID133968 : ID134114),15,133968,134114,109.999,4.500,125.742,528.050,0,6.389,6.389,None
(ID134114 : ID134040),15,134114,134040,210.038,5.500,132.405,523.899,0,12.032,12.032,None
(ID134040 : ID133896),15,134040,133896,36.255,6.500,142.802,523.998,0,9.231,9.231,None
(ID133896 : ID134459),15,133896,134459,60.142,7.500,153.304,521.904,0,13.685,13.685,None
(ID134459 : ID133822),15,134459,133822,65.406,8.500,160.469,516.787,0,4.395,4.395,None
(ID133822 : ID134322),15,133822,134322,71.353,9.500,168.161,515.145,0,13.120,13.120,None
(ID134322 : ID134736),15,134322,134736,6.320,10.500,179.301,513.485,0,9.925,9.925,None
(ID134736 : ID133763),15,134736,133763,40.508,11.500,190.478,512.886,0,13.439,13.439,None
(ID133763 : ID133698),15,133763,133698,36.932,12.500,199.901,513.764,0,5.724,5.724,None
(ID133698 : ID134528),15,133698,134528,13.908,13.500,206.068,514.898,0,7.360,7.360,None
(ID134528 : ID134241),15,134528,134241,72.267,14.500,209.605,514.751,0,3.428,3.428,None
(ID134241 : ID135303),15,134241,135303,2.029,15.500,211.478,513.180,0,3.353,3.353,None
(ID135303 : ID135579),15,135303,135579,34.640,16.500,217.560,512.246,0,9.074,9.074,None
(ID135579 : ID134947),15,135579,134947,5.281,17.500,224.584,509.500,0,6.217,6.217,None
(ID134947 : ID135162),15,134947,135162,494.400,18.500,219.014,506.857,0,16.484,16.484,None
(ID135162 : ID135235),15,135162,135235,27.205,19.500,209.950,504.224,0,3.776,3.776,None
(ID135235 : ID135091),15,135235,135091,47.569,20.500,209.937,502.676,0,1.746,1.746,None
(ID135091 : ID134878),15,135091,134878,28.811,21.500,208.018,501.006,0,6.622,6.622,None
(ID134878 : ID135014),15,134878,135014,40.919,22.500,203.860,494.803,0,9.239,9.239,None
(ID135014 : ID135436),15,135014,135436,88.165,23.500,205.184,489.288,0,5.834,5.834,None
(ID135436 : ID134805),15,135436,134805,23.192,24.500,207.089,487.899,0,1.686,1.686,None
(ID134805 : ID135778),15,134805,135778,21.789,25.500,204.909,488.496,0,3.283,3.283,None
(ID135778 : ID135710),15,135778,135710,38.105,26.500,201.510,486.646,0,6.784,6.784,None
(ID135710 : ID135367),15,135710,135367,27.158,27.500,195.359,482.471,0,8.765,8.765,None
(ID135367 : ID135510),15,135367,135510,44.006,28.500,188.993,476.295,0,10.459,10.459,None
(ID135510 : ID135647),15,135510,135647,7.296,29.500,185.375,467.691,0,8.228,8.228,None
(ID135647 : ID135846),15,135647,135846,33.047,30.500,183.494,462.601,0,2.625,2.625,None
(ID135846 : ID136498),15,135846,136498,23.380,31.500,182.867,456.852,0,9.068,9.068,None
(ID136498 : ID135979),15,136498,135979,150.951,32.500,186.100,453.567,0,7.183,7.183,None
(ID135979 : ID136430),15,135979,136430,25.019,33.500,189.157,452.512,0,4.645,4.645,None
(ID136430 : ID135910),15,136430,135910,9.480,34.500,188.486,447.474,0,5.521,5.521,None
(ID135910 : ID136039),15,135910,136039,42.017,35.500,191.036,443.950,0,6.030,6.030,None
(ID136039 : ID136234),15,136039,136234,81.110,36.500,197.434,437.603,0,13.127,13.127,None
(ID136234 : ID136563),15,136234,136563,454.706,37.500,201.309,438.675,0,13.287,13.287,None
(ID136563 : ID136301),15,136563,136301,39.283,38.500,200.391,448.882,0,7.612,7.612,None
(ID136301 : ID136176),15,136301,136176,64.999,39.500,202.669,457.072,0,11.687,11.687,None
(ID136176 : ID136110),15,136176,136110,19.092,40.500,206.034,466.206,0,9.048,9.048,None
(ID136110 : ID136775),15,136110,136775,2.848,41.500,205.910,475.557,0,9.668,9.668,None
(ID136775 : ID136710),15,136775,136710,46.290,42.500,209.405,483.536,0,9.266,9.266,None
(ID136710 : ID136370),15,136710,136370,226.128,43.500,215.944,483.033,0,9.624,9.624,None
(ID136370 : ID136639),15,136370,136639,6.633,44.500,223.106,478.731,0,8.153,8.153,None
(ID136639 : ID136908),15,136639,136908,26.529,45.500,231.149,474.810,0,10.359,10.359,None
(ID136908 : ID136838),15,136908,136838,13.504,46.500,240.798,469.021,0,12.339,12.339,None
(ID136838 : ID137911),15,136838,137911,52.685,47.500,250.560,460.512,0,14.549,14.549,None
(ID137911 : ID136974),15,137911,136974,22.827,48.500,257.215,448.694,0,12.706,12.706,None
(ID136974 : ID137047),15,136974,137047,161.659,49.500,259.716,442.929,0,0.138,0.138,None
(ID137047 : ID137119),15,137047,137119,210.593,50.500,257.916,447.246,0,9.218,9.218,None
(ID137119 : ID137703),15,137119,137703,40.847,51.500,252.530,453.781,0,8.539,8.539,None
(ID137703 : ID137482),15,137703,137482,32.145,52.500,246.544,455.346,0,4.966,4.966,None
(ID137482 : ID137842),15,137482,137842,81.147,53.500,244.933,451.971,0,5.531,5.531,None
(ID137842 : ID137771),15,137842,137771,82.974,54.500,242.603,444.144,0,12.054,12.054,None
(ID137771 : ID137185),15,137771,137185,8.796,55.500,236.133,435.814,0,9.244,9.244,None
(ID137185 : ID137333),15,137185,137333,49.657,56.500,233.444,428.849,0,7.731,7.731,None
(ID137333 : ID137409),15,137333,137409,32.279,57.500,233.414,424.247,0,2.142,2.142,None
(ID137409 : ID137979),15,137409,137979,17.461,58.500,233.133,419.667,0,7.614,7.614,None
(ID137979 : ID137554),15,137979,137554,37.251,59.500,236.432,413.823,0,7.061,7.061,None
(ID137554 : ID137256),15,137554,137256,29.994,60.500,238.361,410.200,0,3.644,3.644,None
(ID137256 : ID137629),15,137256,137629,7.816,61.500,236.599,407.615,0,2.627,2.627,None
(ID137629 : ID138059),15,137629,138059,1.892,62.500,235.951,405.528,0,2.153,2.153,None
(ID138059 : ID138132),15,138059,138132,546.736,63.500,230.347,413.503,0,21.453,21.453,None
(ID138132 : ID138449),15,138132,138449,168.651,64.500,219.756,433.517,0,23.970,23.970,None
(ID138449 : ID138908),15,138449,138908,62.291,65.500,212.151,449.332,0,11.174,11.174,None
(ID138908 : ID138678),15,138908,138678,15.590,66.500,206.248,458.774,0,11.111,11.111,None
(ID138678 : ID139149),15,138678,139149,97.324,67.500,202.483,464.528,0,2.649,2.649,None
(ID139149 : ID138987),15,139149,138987,23.108,68.500,201.507,466.664,0,2.072,2.072,None
(ID138987 : ID138832),15,138987,138832,32.574,69.500,198.273,467.368,0,5.854,5.854,None
(ID138832 : ID139069),15,138832,139069,34.639,70.500,194.332,464.849,0,4.925,4.925,None
(ID139069 : ID138529),15,139069,138529,36.954,71.500,194.089,463.533,0,2.421,2.421,None
(ID138529 : ID138372),15,138529,138372,8.559,72.500,195.768,463.451,0,2.689,2.689,None
(ID138372 : ID138217),15,138372,138217,60.165,73.500,198.796,458.407,0,9.139,9.139,None
(ID138217 : ID139314),15,138217,139314,10.528,74.500,200.760,451.702,0,5.337,5.337,None
(ID139314 : ID139233),15,139314,139233,16.004,75.500,199.197,446.764,0,5.336,5.336,None
(ID139233 : ID138292),15,139233,138292,14.123,76.500,195.728,443.183,0,4.904,4.904,None
(ID138292 : ID138756),15,138292,138756,6.381,77.500,191.022,440.604,0,5.845,5.845,None
(ID138756 : ID138603),15,138756,138603,49.017,78.500,189.428,436.457,0,6.113,6.113,None
(ID138603 : ID139726),15,138603,139726,73.311,79.500,187.931,435.013,0,5.820,5.820,None
(ID139726 : ID139449),15,139726,139449,62.510,80.500,181.871,439.673,0,9.561,9.561,None
(ID139449 : ID139653),15,139449,139653,12.955,81.500,175.084,443.030,0,6.529,6.529,None
(ID139653 : ID139516),15,139653,139516,78.300,82.500,172.914,442.603,0,2.451,2.451,None
(ID139516 : ID139382),15,139516,139382,6.941,83.500,174.613,442.161,0,1.236,1.236,None
(ID139382 : ID139587),15,139382,139587,49.109,84.500,172.239,443.932,0,6.822,6.822,None
(ID139587 : ID139796),15,139587,139796,4.901,85.500,167.178,447.564,0,5.735,5.735,None
(ID139796 : ID140010),15,139796,140010,24.278,86.500,165.579,450.702,0,2.519,2.519,None
(ID140010 : ID140153),15,140010,140153,1.006,87.500,165.071,452.951,0,2.935,2.935,None
(ID140153 : ID139873),15,140153,139873,58.672,88.500,159.501,455.445,0,9.585,9.585,None
(ID139873 : ID139945),15,139873,139945,49.079,89.500,155.307,457.093,0,0.909,0.909,None
(ID139945 : ID140305),15,139945,140305,1.998,90.500,153.871,457.896,0,3.815,3.815,None
(ID140305 : ID140229),15,140305,140229,4.869,91.500,150.657,457.960,0,2.960,2.960,None
(ID140229 : ID140082),15,140229,140082,32.871,92.500,150.481,456.336,0,3.313,3.313,None
(ID140082 : ID140376),15,140082,140376,11.086,93.500,152.849,455.809,0,2.592,2.592,None
(ID140376 : ID140453),15,140376,140453,20.360,94.500,156.992,456.668,0,6.009,6.009,None
(ID140453 : ID140528),15,140453,140528,20.032,95.500,162.330,454.900,0,6.203,6.203,None
(ID140528 : ID140602),15,140528,140602,49.381,96.500,163.645,453.009,0,2.077,2.077,None
(ID140602 : ID140739),15,140602,140739,36.159,97.500,165.261,454.712,0,6.145,6.145,None
(ID140739 : ID140671),15,140739,140671,23.448,98.500,167.669,455.438,0,1.739,1.739,None
(ID140671 : ID141487),15,140671,141487,3.055,99.500,167.520,455.188,0,1.187,1.187,None
(ID141487 : ID141077),15,141487,141077,7.502,100.500,166.779,456.842,0,2.703,2.703,None
(ID141077 : ID141278),15,141077,141278,33.096,101.500,163.072,457.232,0,5.911,5.911,None
(ID141278 : ID141418),15,141278,141418,5.237,102.500,157.283,456.856,0,5.854,5.854,None
(ID141418 : ID140949),15,141418,140949,6.562,103.500,150.627,456.975,0,7.499,7.499,None
(ID140949 : ID141555),15,140949,141555,58.307,104.500,147.117,455.152,0,3.314,3.314,None
(ID141555 : ID141218),15,141555,141218,3.455,105.500,146.602,451.788,0,3.761,3.761,None
(ID141218 : ID140911),15,141218,140911,35.933,106.500,147.104,450.715,0,2.823,2.823,None
(ID140911 : ID141015),15,140911,141015,47.184,107.500,145.264,451.285,0,6.186,6.186,None
(ID141015 : ID140808),15,141015,140808,5.996,108.500,141.812,451.267,0,0.732,0.732,None
(ID140808 : ID141146),15,140808,141146,52.535,109.500,144.020,450.479,0,5.413,5.413,None
(ID141146 : ID141351),15,141146,141351,4.872,110.500,147.625,450.244,0,2.412,2.412,None
(ID141351 : ID141697),15,141351,141697,5.237,111.500,148.650,451.024,0,0.326,0.326,None
(ID141697 : ID142537),15,141697,142537,5.121,112.500,149.252,450.234,0,2.265,2.265,None
(ID142537 : ID141621),15,142537,141621,9.062,113.500,151.892,448.671,0,4.237,4.237,None
(ID141621 : ID142681),15,141621,142681,340.099,114.500,148.913,454.128,0,15.735,15.735,None
(ID142681 : ID142188),15,142681,142188,216.616,115.500,136.041,458.676,0,16.019,16.019,None
(ID134160 : ID134636),16,134160,134636,890.463,0.500,238.150,109.913,0,29.841,29.841,None
(ID134636 : ID134350),16,134636,134350,473.526,1.500,255.567,73.126,0,51.570,51.570,None
(ID134166 : ID134641),17,134166,134641,443.529,0.500,420.526,138.618,0,21.060,21.060,None
(ID134641 : ID134362),17,134641,134362,781.343,1.500,420.928,130.445,0,9.003,9.003,None
(ID134231 : ID134670),18,134231,134670,695.185,0.500,933.774,547.593,0,26.366,26.366,None
(ID134670 : ID134393),18,134670,134393,586.896,1.500,938.435,533.695,0,5.294,5.294,None
(ID134164 : ID134637),19,134164,134637,659.834,0.500,470.057,117.046,0,25.687,25.687,None
(ID134637 : ID134358),19,134637,134358,428.499,1.500,477.145,102.342,0,9.345,9.345,None
(ID134358 : ID134560),19,134358,134560,398.147,2.500,484.593,97.000,0,9.144,9.144,None
(ID134560 : ID133930),19,134560,133930,16.236,3.500,492.517,87.191,0,16.208,16.208,None
(ID133930 : ID134073),19,133930,134073,7.980,4.500,499.965,74.372,0,13.546,13.546,None
(ID134073 : ID133998),19,134073,133998,11.394,5.500,505.082,63.020,0,11.360,11.360,None
(ID133998 : ID133850),19,133998,133850,758.903,6.500,497.503,57.736,0,19.685,19.685,None
(ID133850 : ID133784),19,133850,133784,678.666,8.000,488.656,44.751,0,12.949,25.898,None
(ID134229 : ID134668),20,134229,134668,787.147,0.500,32.766,543.804,0,28.056,28.056,None
(ID134668 : ID134391),20,134668,134391,667.477,1.500,35.211,528.859,0,2.298,2.298,None
(ID134391 : ID134595),20,134391,134595,772.844,2.500,36.055,526.956,0,1.867,1.867,None
(ID134595 : ID133967),20,134595,133967,244.552,3.500,36.409,526.036,0,0.185,0.185,None
(ID133967 : ID134113),20,133967,134113,30.738,4.500,36.361,525.561,0,0.795,0.795,None
(ID134113 : ID134042),20,134113,134042,7.349,5.500,36.479,525.119,0,0.249,0.249,None
(ID134042 : ID133895),20,134042,133895,0.603,6.500,36.577,524.864,0,0.420,0.420,None
(ID133895 : ID134461),20,133895,134461,0.033,7.500,36.610,524.412,0,0.497,0.497,None
(ID134461 : ID133823),20,134461,133823,0.181,8.500,36.710,524.108,0,0.156,0.156,None
(ID133823 : ID134324),20,133823,134324,0.063,9.500,36.743,523.788,0,0.519,0.519,None
(ID134324 : ID134739),20,134324,134739,0.284,10.500,36.843,523.567,0,0.244,0.244,None
(ID134739 : ID133765),20,134739,133765,0.012,11.500,37.013,523.482,0,0.267,0.267,None
(ID133765 : ID133700),20,133765,133700,0.214,12.500,36.952,523.413,0,0.253,0.253,None
(ID133700 : ID134530),20,133700,134530,0.050,13.500,36.910,523.459,0,0.146,0.146,None
(ID134530 : ID134247),20,134530,134247,0.024,14.500,36.931,523.470,0,0.111,0.111,None
(ID134247 : ID135306),20,134247,135306,0.010,15.500,36.894,523.458,0,0.068,0.068,None
(ID135306 : ID135582),20,135306,135582,1.221,16.500,37.147,522.916,0,1.128,1.128,None
(ID135582 : ID134950),20,135582,134950,0.174,17.500,37.314,522.137,0,0.552,0.552,None
(ID134950 : ID135164),20,134950,135164,0.181,18.500,37.297,521.789,0,0.195,0.195,None
(ID135164 : ID135236),20,135164,135236,0.192,19.500,37.319,521.745,0,0.098,0.098,None
(ID135236 : ID135092),20,135236,135092,0.034,20.500,37.243,521.817,0,0.112,0.112,None
(ID135092 : ID134879),20,135092,134879,0.489,21.500,37.489,521.712,0,0.645,0.645,None
(ID134879 : ID135016),20,134879,135016,0.359,22.500,37.635,521.477,0,0.349,0.349,None
(ID135016 : ID135438),20,135016,135438,0.203,23.500,37.435,521.511,0,0.282,0.282,None
(ID135438 : ID134806),20,135438,134806,0.147,24.500,37.527,521.635,0,0.291,0.291,None
(ID134806 : ID135780),20,134806,135780,0.067,25.500,37.636,521.563,0,0.149,0.149,None
(ID135780 : ID135711),20,135780,135711,0.026,26.500,37.546,521.513,0,0.113,0.113,None
(ID135711 : ID135368),20,135711,135368,0.016,27.500,37.525,521.506,0,0.080,0.080,None
(ID135368 : ID135512),20,135368,135512,3.094E-4,28.500,37.554,521.467,0,0.033,0.033,None
(ID135512 : ID135649),20,135512,135649,0.034,29.500,37.591,521.519,0,0.158,0.158,None
(ID135649 : ID135849),20,135649,135849,0.027,30.500,37.605,521.552,0,0.086,0.086,None
(ID135849 : ID136502),20,135849,136502,0.210,31.500,37.351,521.559,0,0.464,0.464,None
(ID136502 : ID135983),20,136502,135983,0.500,32.500,37.338,521.674,0,0.457,0.457,None
(ID135983 : ID136434),20,135983,136434,0.156,33.500,37.487,521.651,0,0.237,0.237,None
(ID136434 : ID135916),20,136434,135916,0.045,34.500,37.428,521.417,0,0.274,0.274,None
(ID135916 : ID136044),20,135916,136044,0.232,35.500,37.528,521.407,0,0.314,0.314,None
(ID136044 : ID136241),20,136044,136241,0.209,36.500,37.530,521.385,0,0.349,0.349,None
(ID136241 : ID136568),20,136241,136568,0.195,37.500,37.543,521.347,0,0.303,0.303,None
(ID136568 : ID136305),20,136568,136305,0.038,38.500,37.608,521.545,0,0.187,0.187,None
(ID136305 : ID136180),20,136305,136180,0.069,39.500,37.496,521.591,0,0.171,0.171,None
(ID136180 : ID136114),20,136180,136114,0.191,40.500,37.591,521.596,0,0.353,0.353,None
(ID136114 : ID136777),20,136114,136777,0.050,41.500,37.745,521.731,0,0.182,0.182,None
(ID136777 : ID136711),20,136777,136711,0.229,42.500,37.627,521.684,0,0.342,0.342,None
(ID136711 : ID136373),20,136711,136373,0.134,43.500,37.519,521.675,0,0.257,0.257,None
(ID136373 : ID136642),20,136373,136642,0.338,44.500,37.777,521.830,0,0.529,0.529,None
(ID136642 : ID136911),20,136642,136911,0.180,45.500,37.976,521.837,0,0.134,0.134,None
(ID136911 : ID136841),20,136911,136841,0.072,46.500,37.988,521.698,0,0.285,0.285,None
(ID136841 : ID137914),20,136841,137914,0.050,47.500,38.028,521.581,0,0.071,0.071,None
(ID137914 : ID136978),20,137914,136978,0.182,48.500,38.201,521.613,0,0.421,0.421,None
(ID136978 : ID137051),20,136978,137051,0.286,49.500,38.269,521.578,0,0.308,0.308,None
(ID137051 : ID137122),20,137051,137122,0.016,50.500,38.167,521.483,0,0.098,0.098,None
(ID137122 : ID137707),20,137122,137707,0.043,51.500,38.131,521.351,0,0.251,0.251,None
(ID137707 : ID137486),20,137707,137486,0.236,52.500,38.029,521.420,0,0.346,0.346,None
(ID137486 : ID137845),20,137486,137845,0.067,53.500,38.085,521.605,0,0.172,0.172,None
(ID137845 : ID137777),20,137845,137777,0.293,54.500,38.039,521.446,0,0.435,0.435,None
(ID137777 : ID137192),20,137777,137192,0.142,55.500,38.036,521.215,0,0.281,0.281,None
(ID137192 : ID137340),20,137192,137340,0.156,56.500,38.070,521.227,0,0.232,0.232,None
(ID137340 : ID137416),20,137340,137416,0.212,57.500,38.146,521.189,0,0.400,0.400,None
(ID137416 : ID137986),20,137416,137986,0.084,58.500,38.276,521.111,0,0.096,0.096,None
(ID137986 : ID137560),20,137986,137560,0.105,59.500,38.414,521.115,0,0.359,0.359,None
(ID137560 : ID137264),20,137560,137264,0.203,60.500,38.475,521.113,0,0.236,0.236,None
(ID137264 : ID137636),20,137264,137636,0.246,61.500,38.581,521.206,0,0.465,0.465,None
(ID137636 : ID138067),20,137636,138067,0.157,62.500,38.723,521.276,0,0.158,0.158,None
(ID138067 : ID138140),20,138067,138140,0.031,63.500,38.740,521.283,0,0.193,0.193,None
(ID138140 : ID138454),20,138140,138454,0.071,64.500,38.758,521.308,0,0.161,0.161,None
(ID138454 : ID138912),20,138454,138912,0.045,65.500,38.562,521.298,0,0.240,0.240,None
(ID138912 : ID138683),20,138912,138683,0.110,66.500,38.461,521.399,0,0.258,0.258,None
(ID138683 : ID139153),20,138683,139153,0.160,67.500,38.616,521.482,0,0.292,0.292,None
(ID139153 : ID138991),20,139153,138991,0.032,68.500,38.808,521.355,0,0.195,0.195,None
(ID138991 : ID138835),20,138991,138835,0.054,69.500,38.822,521.281,0,0.079,0.079,None
(ID138835 : ID139071),20,138835,139071,0.013,70.500,38.764,521.322,0,0.077,0.077,None
(ID139071 : ID138532),20,139071,138532,0.013,71.500,38.768,521.321,0,0.082,0.082,None
(ID138532 : ID138375),20,138532,138375,0.076,72.500,38.936,521.290,0,0.290,0.290,None
(ID138375 : ID138220),20,138375,138220,0.503,73.500,38.829,521.391,0,0.542,0.542,None
(ID138220 : ID139318),20,138220,139318,0.229,74.500,38.642,521.374,0,0.265,0.265,None
(ID139318 : ID139238),20,139318,139238,0.035,75.500,38.692,521.312,0,0.110,0.110,None
(ID139238 : ID138300),20,139238,138300,0.061,76.500,38.772,521.309,0,0.219,0.219,None
(ID138300 : ID138762),20,138300,138762,0.161,77.500,38.799,521.392,0,0.307,0.307,None
(ID138762 : ID138609),20,138762,138609,0.263,78.500,38.772,521.345,0,0.377,0.377,None
(ID138609 : ID139732),20,138609,139732,0.236,79.500,38.753,521.319,0,0.338,0.338,None
(ID139732 : ID139454),20,139732,139454,0.260,80.500,38.794,521.310,0,0.391,0.391,None
(ID139454 : ID139659),20,139454,139659,0.231,81.500,38.938,521.314,0,0.356,0.356,None
(ID139659 : ID139523),20,139659,139523,0.014,82.500,38.992,521.505,0,0.041,0.041,None
(ID139523 : ID139388),20,139523,139388,0.082,83.500,39.074,521.430,0,0.234,0.234,None
(ID139388 : ID139592),20,139388,139592,0.008,84.500,39.160,521.326,0,0.037,0.037,None
(ID139592 : ID139800),20,139592,139800,0.324,85.500,38.988,521.473,0,0.490,0.490,None
(ID139800 : ID140013),20,139800,140013,0.106,86.500,38.868,521.683,0,0.167,0.167,None
(ID140013 : ID140156),20,140013,140156,0.110,87.500,39.017,521.660,0,0.220,0.220,None
(ID140156 : ID139876),20,140156,139876,0.008,88.500,39.186,521.552,0,0.188,0.188,None
(ID139876 : ID139948),20,139876,139948,0.213,89.500,39.141,521.594,0,0.308,0.308,None
(ID139948 : ID140308),20,139948,140308,0.084,90.500,39.105,521.667,0,0.193,0.193,None
(ID140308 : ID140232),20,140308,140232,0.001,91.500,39.235,521.657,0,0.068,0.068,None
(ID140232 : ID140086),20,140232,140086,0.012,92.500,39.253,521.636,0,0.044,0.044,None
(ID140086 : ID140379),20,140086,140379,0.276,93.500,39.496,521.536,0,0.543,0.543,None
(ID140379 : ID140456),20,140379,140456,0.370,94.500,39.614,521.491,0,0.293,0.293,None
(ID140456 : ID140531),20,140456,140531,3.256,95.500,39.913,520.748,0,1.796,1.796,None
(ID140531 : ID140606),20,140531,140606,0.073,96.500,40.469,519.572,0,0.820,0.820,None
(ID140606 : ID140741),20,140606,140741,1.299,97.500,40.569,519.281,0,0.208,0.208,None
